std_smiles,source,MolWeight,nbAtoms,nbHeavyAtoms,nbRing,nbRotBd,nbHBdAcc,ndHBdDon,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,ionization,pKa_b_pred,LogD55_pred,LogD74_pred,LogOH_pred,nbNring,pKa_b_pred_divN,pKa_b_pred_multN,frac_OS_N,pKa_b_pred_div_O_S,frac_N,frac_OS_atoms,frac_ring_N,frac_Nring_atoms,frac_ring_atoms,C-C,C-C-C,C-N,C-N-C,C-C-N-C,C-C-C-N-C,C-N-C-C-O,C-C-N,C-C-N-C-C,C-C-C-N,N-C-C-O,C-C-C-O,C-C-C-C,C-C-O,C-O,C,N,O,C-C-C-C-O,C-C-O-C,C-O-C,C-C-C-C-N,N-C-C-C-O,C-C-C-O-C,O-C-O,C-N-C-C-N,N-C-C-N,C-N-C-C-S,N-C-C-S,C-C-S,C-C-S-C,C-S,C-S-C,S,C-C-O-C-C,C-O-C-O,C-O-C-C-N,C-C-N-C-O,C-N-C-O,N-C-O,N-C-C-C-N,C-O-C-C-O,O-C-C-O,O-C-C-C-O,N-C-N,C-N-C-N,C-C-N-C-N,C-N-C-N-C,C-S-C-N,C-N-C-S-C,N-C-S,C-N-C-S,C-C-N-C-S,N-C-S-C-N,C-C-O-C-O,C-O-C-O-C,C-C-C-C-C,C-C-C-S,O-C-C-C-S,O-C-N-C-S,S-C-N-C-S,O-C-N-C-O,C-C-C-S-C,C-C-S-C-C,C-N-C-O-C,C-O-C-N,C-C-O-C-N,C-C-O-N,C-C-O-N-C,C-O-N,C-N-O-C,C-C-N-O-C,N-O,C-N-O,C-C-N-O,N-C-C-N-O,C-S-C-C-N,C-C-S-C-N,N-C-C-C-S,N-C-O-C-O,C-S-C-C-O,O-C-C-S,N-C-N-C-O,C-C-C-C-S,S-C-C-S,O-C-O-C-O,C-S-C-S,S-C-S,C-S-C-C-S
CC(C)(C)N1CCC(O)C1,screening,143.131014164,27,10,1,1,2,1,23.47,40.697,0.662,1.40400040374562,-9.55162315383379,189.382638441554,-1.21175640447038,-0.0170981026033135,-5.99459117837154,4.97910444455161,5.86944595310386,1,10.6913279888502,-3.78733038057517,-1.88754958119172,-10.4255592598202,1,10.6913279888502,10.6913279888502,1.0,10.6913279888502,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,5,3,3,8,0,1,5,6,0,1,1,0,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)N1CCC1CO,screening,143.131014164,27,10,1,2,2,1,23.47,40.697,0.662,1.40477434182172,-9.88856273510062,189.49797250573,-1.52935058121794,0.308061301402518,-5.99398315466615,4.75269735479883,5.86944595310386,1,9.58040646407778,-2.67566821000587,-0.778489373551717,-10.4221183506024,1,9.58040646407778,9.58040646407778,1.0,9.58040646407778,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,5,3,3,10,0,2,6,9,0,1,1,1,1,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OCC(O)CN(CCO)CCO,screening,235.17835828,41,16,0,9,5,3,73.16,63.3825,1.14,0.424294007389693,46.462066860547,297.147379959294,-8.52429994273172,-0.437142698733149,-9.93733505955693,5.20343677039874,8.32045471771327,1,9.94759397788267,-4.02331546517207,-2.12452903776656,-10.7904997432405,0,9.94759397788267,9.94759397788267,4.0,39.79037591153068,0.024390243902439,0.0975609756097561,0.0,0.0,0.0,7,4,3,3,6,2,6,3,3,1,3,1,0,8,5,11,1,4,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OCC(O)CN1CCOCC1,screening,217.167793596,38,15,1,5,4,1,41.93,59.8724,0.965,1.60971486881373,38.5876927374037,253.914738012563,-4.46175969768224,0.207194987014049,-8.07486805921551,6.97553804390565,8.53933859532646,1,7.79229822125661,-0.684793293299446,1.06966918011489,-10.634714630511,1,7.79229822125661,7.79229822125661,3.0,23.376894663769832,0.0263157894736842,0.0789473684210526,1.0,1.0,0.0263157894736842,7,4,3,3,6,2,4,3,2,1,3,1,0,8,5,11,1,3,0,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(CO)CN1CCOCC1,screening,173.141578848,31,12,1,3,3,1,32.7,48.9796,0.953,0.921793080179047,45.8451136490973,239.311167392503,-2.21203948975394,0.509930570867678,-6.30705691152514,5.11655687629471,7.48196477707951,1,7.78600592791985,-1.36645495738244,0.386215785132951,-10.4401548763001,1,7.78600592791985,7.78600592791985,2.0,15.5720118558397,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,6,6,3,3,6,6,2,3,2,3,2,3,0,3,3,9,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(CO)N(CCO)CCO,100MDamines,177.136493468,31,12,0,6,4,3,63.93,47.9208,1.061,-0.836405348340168,35.5638503900226,297.797315835472,-4.4519808902348,0.577195480641291,-10.4783811609135,1.02664404466518,7.89086003728499,1,8.96294849695687,-4.29950338655909,-2.4110747778739,-10.5655648676056,0,8.96294849695687,8.96294849695687,3.0,26.888845490870608,0.032258064516129,0.0967741935483871,0.0,0.0,0.0,5,3,3,3,10,0,6,5,7,0,3,2,0,3,3,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(CO)N1CCCC1,screening,143.131014164,27,10,1,2,2,1,23.47,39.1904,0.701,1.2988503673417,-9.61272770335001,198.061839208559,-1.63766567524643,0.369519640847191,-6.20863700946193,4.91338424504856,6.05478345658998,1,10.4708962419247,-3.67205051851388,-1.77241460052462,-10.4248200002361,1,10.4708962419247,10.4708962419247,1.0,10.4708962419247,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,5,3,3,8,0,2,5,6,0,1,2,0,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(CO)N1CCOCC1,screening,159.125928784,28,11,1,2,3,1,32.7,44.4107,0.886,0.460390332857841,43.210211202685,218.267551495634,-1.94975990961412,0.864299343853478,-8.4670768440099,3.79347445414903,6.62804844787047,1,8.68088706361576,-2.72078298643733,-0.842666700883488,-10.4113457262792,1,8.68088706361576,8.68088706361576,2.0,17.36177412723152,0.0357142857142857,0.0714285714285714,1.0,1.0,0.0357142857142857,5,3,3,3,10,0,4,5,6,0,3,2,0,3,3,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(O)C1CCN(CCN2CCOCC2)C1,screening,242.199428072,43,17,2,4,4,1,35.94,67.1597,1.312,1.09883701657859,46.3312749448662,314.22649498999,-4.68638730340449,-1.61132112458903,-6.82670811544093,7.77403535423009,8.85963948926207,1,9.31053975497169,-2.71176991390245,-0.817006572604744,-10.7890405543589,0,4.655269877485845,18.62107950994338,1.0,9.31053975497169,0.0465116279069767,0.0465116279069767,0.0,0.0,0.0465116279069767,9,7,6,6,10,1,2,6,4,1,2,2,5,5,3,13,2,2,1,2,1,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(O)CN1CCCC1CO,screening,173.141578848,31,12,1,3,3,2,43.7,45.1529,0.917,1.0424593013893,51.7919525746094,255.76083359409,-2.84584805954354,0.634958531333679,-8.52541615679843,3.68530070553182,7.84755134605669,1,8.80213776795625,-2.25989500663495,-0.37655110162271,-10.5809281946865,1,8.80213776795625,8.80213776795625,2.0,17.6042755359125,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,7,6,3,3,6,4,4,4,3,2,2,1,1,4,2,9,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C(O)CN(C)C,screening,131.131014164,26,9,0,3,2,1,23.47,39.2339,0.552,0.532399674226068,-7.99281744838307,178.187001259336,-0.20989612801225,0.469266497534469,-5.82868543140729,2.95623403187155,4.77019382741937,1,9.84093177842294,-3.80855191228815,-1.91010270926192,-10.4632099003511,0,9.84093177842294,9.84093177842294,1.0,9.84093177842294,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,4,4,3,3,2,2,2,1,0,1,1,2,2,2,1,7,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C12CN3CCN(CC(C3)C1O)C2,screening,210.173213324,37,15,2,1,3,1,26.71,59.7228,1.199,0.844944033306176,122.824965406545,308.399426344007,-5.97328453759784,-1.79790931826475,-6.55847870945498,8.24971179754131,8.75198927024281,1,9.71362726234481,-3.36870978388368,-1.47078751366267,-10.6064696420725,0,4.856813631172405,19.42725452468962,0.5,4.856813631172405,0.054054054054054,0.027027027027027,0.0,0.0,0.054054054054054,10,13,6,6,12,12,0,6,0,10,0,5,11,2,1,12,2,1,2,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C12CN3CN(CC(C)(C3)C1O)C2,screening,210.173213324,37,15,0,1,3,1,26.71,59.8521,1.159,1.28118790899398,208.347003386785,291.838321506482,-5.38587926290347,-2.82538620380562,-6.55843092544217,7.58451502555245,8.64673863017904,1,7.73758459974536,-0.958902489625119,0.779358313687716,-10.6186228121376,0,3.86879229987268,15.47516919949072,0.5,3.86879229987268,0.054054054054054,0.027027027027027,0.0,0.0,0.0,10,16,6,6,8,16,0,4,0,12,0,6,12,2,1,12,2,1,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1CC(O)CN1C,screening,143.131014164,27,10,1,1,2,1,23.47,39.8467,0.663,1.28637145189307,-16.6180271146582,189.218525203245,-1.85115930012078,0.419364973844237,-5.99472009619317,4.45390384010597,5.82471484384699,1,11.3559842301502,-4.56961338331903,-2.66966083740341,-10.4406428370995,1,11.3559842301502,11.3559842301502,1.0,11.3559842301502,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,6,3,3,4,4,1,3,0,2,1,1,3,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1CN(CCO)C1,screening,143.131014164,27,10,1,3,2,1,23.47,41.382,0.702,1.09328978741314,-6.30175609541984,197.59300259021,-1.59030995683692,-0.0061453630551109,-6.04705024503563,4.23276206251377,6.01943660732388,1,9.73368737332801,-3.14042294212019,-1.24240710341106,-10.4427920397157,0,9.73368737332801,9.73368737332801,1.0,9.73368737332801,0.037037037037037,0.037037037037037,0.0,0.0,0.037037037037037,6,6,3,3,4,2,2,3,2,2,1,0,4,1,1,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1N2CC3(C)CN1CC(C)(C2)C3O,screening,224.188863388,40,16,0,1,3,1,26.71,64.2978,1.12,2.08923966358701,208.665627385796,309.407371213694,-5.52133243795568,-3.23704060087053,-6.27934606403155,8.11622365147955,9.19513976312229,1,9.36326983926802,-1.77408967126392,0.121269130059212,-10.7171122130125,1,4.68163491963401,18.72653967853604,0.5,4.68163491963401,0.05,0.025,0.5,0.5,0.0,11,16,6,6,12,24,0,6,4,16,0,6,6,2,1,13,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1OCCN1CCO,screening,159.125928784,28,11,1,3,3,1,32.7,43.3758,0.887,0.48845780982487,23.7797364496427,210.868547116555,-1.98198623887826,0.491669364481591,-6.30343925594611,3.02886330866379,6.52803306176347,1,6.81984874485304,-0.851702354558555,0.387076738930374,-10.4248950956753,1,6.81984874485304,6.81984874485304,2.0,13.63969748970608,0.0357142857142857,0.0714285714285714,1.0,1.0,0.0357142857142857,5,3,3,3,5,4,2,3,2,2,1,2,0,3,3,8,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC(CO)N(C)C,screening,145.146664228,29,10,0,4,2,1,23.47,43.6857,0.552,1.67965697638941,-15.6058459532554,192.504730931801,-0.549100726531789,-0.366526362952221,-5.137623838802,5.25036930469756,5.68986805004653,1,10.0061952807235,-2.82655184319919,-0.927612422003973,-10.4345726580208,0,10.0061952807235,10.0061952807235,1.0,10.0061952807235,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,5,5,3,3,4,2,2,2,0,1,1,1,3,1,1,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CC12CN3CCN(CC(C3)C1O)C2,screening,224.188863388,40,16,2,2,3,1,26.71,64.4774,1.199,1.86272587841244,122.434365985861,312.033377646011,-6.03216267088983,-3.23889009688643,-6.28346361596435,10.4125503225159,9.11302204894891,1,9.96312709156218,-2.60041616344413,-0.701587156960406,-10.7149007049261,0,4.98156354578109,19.92625418312436,0.5,4.98156354578109,0.05,0.025,0.0,0.0,0.05,11,14,6,6,12,12,0,6,0,10,0,5,10,2,1,13,2,1,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN(CC(C)C)C(CO)(CO)CO,screening,233.199093724,43,16,0,8,4,3,63.93,64.9914,0.983,1.34035025898648,44.2779615072329,297.636791295046,-5.73791631181742,-0.294998842233142,-7.35650655987959,5.89610594455521,8.32033250523804,1,9.60390515336029,-2.76358908145822,-0.866262122421212,-10.7873115298457,0,9.60390515336029,9.60390515336029,3.0,28.811715460080872,0.0232558139534883,0.0697674418604651,0.0,0.0,0.0,9,9,3,3,10,8,6,5,7,4,3,6,0,3,3,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN(CCO)CCO,screening,161.141578848,30,11,0,6,3,2,43.7,45.856,0.846,0.59586769219105,15.0694128764549,257.550838309105,-4.48698486668433,0.864906958431874,-8.52542139144459,2.82170083867285,7.82766544478351,1,8.56773006554808,-2.4722337961241,-0.600418414124877,-10.4157633581671,0,8.56773006554808,8.56773006554808,2.0,17.13546013109616,0.0333333333333333,0.0666666666666666,0.0,0.0,0.0,5,3,3,3,6,4,4,3,3,2,2,0,0,2,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CC(O)C1,screening,129.1153641,24,9,1,2,2,1,23.47,37.2649,0.635,0.922834594092327,-8.90967859993004,186.666260023432,-1.16856244652867,0.560744867052203,-6.05515026634254,2.69471591340478,4.95638521634923,1,9.12309465305977,-2.70036348692374,-0.808399852792171,-10.523322860321,1,9.12309465305977,9.12309465305977,1.0,9.12309465305977,0.0416666666666666,0.0416666666666666,1.0,1.0,0.0416666666666666,5,4,3,3,4,4,2,3,2,2,2,0,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCC(CO)C1,screening,157.146664228,30,11,1,3,2,1,23.47,44.2936,0.769,1.64611605827748,7.90488272625266,220.342757923502,-1.51977955225495,-0.156781273954501,-6.28364286866764,5.92910565838365,7.11944274996498,1,10.0521320991285,-2.90602822081829,-1.00698246752717,-10.44600586145,1,10.0521320991285,10.0521320991285,1.0,10.0521320991285,0.0333333333333333,0.0333333333333333,1.0,1.0,0.0333333333333333,7,7,3,3,4,5,0,3,2,3,0,2,1,1,1,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCCN(C(CO)CO)CC1,screening,230.199428072,42,16,1,5,4,2,46.94,64.4879,1.205,0.0541005593906885,70.6894023491465,265.264547561886,-4.60994634758973,-0.352333890001776,-8.65779678297788,6.14605222151797,8.1271195947394,1,9.5152247191342,-3.96116609107241,-2.0644423359721,-10.7881106892388,1,4.7576123595671,19.0304494382684,1.0,9.5152247191342,0.0476190476190476,0.0476190476190476,0.5,0.5,0.0238095238095238,8,5,6,6,14,6,4,7,6,4,2,2,0,2,2,12,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCN(C)C(CCO)C1,screening,200.188863388,38,14,1,4,3,1,26.71,58.1956,1.017,1.44899602010142,24.9126596866285,228.80387247107,-3.79154004674241,-0.130131318297205,-6.4852879518597,7.55770470677311,8.4632572536235,1,8.90650881236778,-1.95768308273902,-0.0708356394394107,-10.6350387841934,1,4.45325440618389,17.81301762473556,0.5,4.45325440618389,0.0526315789473684,0.0263157894736842,0.5,0.5,0.0263157894736842,7,5,6,6,12,8,0,6,3,4,0,1,1,1,1,11,2,1,1,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCN(CCO)CC1,screening,186.173213324,35,13,1,4,3,1,26.71,55.6138,0.989,0.821356900502126,24.4893701423419,221.903572906435,-3.31960505144937,0.0134726571107343,-8.81695047748541,5.46978931677238,7.76088417085025,1,8.67332693335495,-2.35226131356613,-0.474519377440228,-10.443134368249,1,4.336663466677475,17.3466538667099,0.5,4.336663466677475,0.0571428571428571,0.0285714285714285,0.5,0.5,0.0285714285714285,6,3,6,6,12,4,2,6,4,2,1,0,0,1,1,10,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCOC(CO)C1,screening,173.141578848,31,12,1,3,3,1,32.7,48.3084,0.887,0.526604631910138,39.2583292763652,238.349861759588,-1.98158379056899,0.491041062693158,-6.29762839446488,5.27442639471105,7.5618780195635,1,7.86616824516538,-1.84142863209392,-0.0672666081968829,-10.4510796699226,1,7.86616824516538,7.86616824516538,2.0,15.73233649033076,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,6,4,3,3,6,6,2,3,2,3,2,1,0,4,3,9,1,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN1CCOCC1,100MDamines,143.131014164,27,10,1,2,2,0,12.47,42.3459,0.671,1.16994371738431,-49.5151255603951,181.061582616123,0.23633742335938,-0.705503426081681,-4.63667065125524,6.38902848228999,4.47900812278212,1,8.15924254625693,-1.49024957880535,0.341002209524233,-10.516459498086,1,8.15924254625693,8.15924254625693,1.0,8.15924254625693,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,5,3,3,3,6,4,2,3,2,2,2,0,0,2,2,8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)COCC(O)CN(C)C,screening,175.157228912,33,12,0,6,3,1,32.7,50.2774,0.67,0.880129625569456,-10.3027456102916,213.200231128284,-1.90668858732085,0.0338021526931785,-5.56008356660133,5.24131981883632,6.69712420774031,1,9.86531138213992,-3.48520048337018,-1.58666676941871,-10.5790615658765,0,9.86531138213992,9.86531138213992,2.0,19.73062276427984,0.0303030303030303,0.0606060606060606,0.0,0.0,0.0,5,4,3,3,2,2,2,1,0,1,1,3,0,4,3,9,1,2,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)COCCN1CCN(CCO)C(C)C1,screening,244.215078136,45,17,1,7,4,1,35.94,71.2417,1.135,1.45751142008655,58.226963663459,325.781798385813,-4.3579141087292,-0.472659300337098,-8.35107464020066,8.98160805177745,8.78803422685362,1,6.95670001769417,-0.014102996466173,1.32386725123272,-10.7884059228673,1,3.478350008847085,13.91340003538834,1.0,6.95670001769417,0.0444444444444444,0.0444444444444444,0.5,0.5,0.0222222222222222,8,4,6,6,14,2,4,7,6,1,2,2,0,3,3,13,2,2,0,2,1,0,0,2,0,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)N(C)C1CCCN(CCO)C1,screening,200.188863388,38,14,1,4,3,1,26.71,57.3225,0.95,2.3291110280572,24.566911073566,228.612290389984,-3.74509715243398,-0.45071874604692,-8.83222161922723,7.45557160509363,8.43230866115249,1,10.5189395598851,-2.68983268942755,-0.790158657788493,-10.6337299127562,0,5.25946977994255,21.0378791197702,0.5,5.25946977994255,0.0526315789473684,0.0263157894736842,0.0,0.0,0.0263157894736842,7,4,6,6,14,4,2,7,6,3,1,0,2,1,1,11,2,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)N(C)C1CCN(CCO)C1,screening,186.173213324,35,13,1,4,3,1,26.71,54.4109,0.95,1.22684741282863,2.65904305670093,221.573087095766,-2.8299971292153,-0.0186771152253749,-8.76656309550862,5.71986001812609,7.71569710863369,1,11.1117426788294,-4.38489632779679,-2.48497959937266,-10.5928442260107,0,5.5558713394147,22.2234853576588,0.5,5.5558713394147,0.0571428571428571,0.0285714285714285,0.0,0.0,0.0285714285714285,6,3,6,6,12,2,2,7,6,1,1,0,0,1,1,10,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
