std_smiles,source,MolWeight,nbAtoms,nbHeavyAtoms,nbRing,nbRotBd,nbHBdAcc,ndHBdDon,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,MP_pred,BP_pred,LogVP_pred,LogWS_pred,LogHL_pred,RT_pred,LogKOA_pred,ionization,pKa_b_pred,LogD55_pred,LogD74_pred,LogOH_pred,nbNring,pKa_b_pred_divN,pKa_b_pred_multN,frac_OS_N,pKa_b_pred_div_O_S,frac_N,frac_OS_atoms,frac_ring_N,frac_Nring_atoms,frac_ring_atoms,C-C,C-C-C,C-N,C-N-C,C-C-N-C,C-C-C-N-C,C-N-C-C-O,C-C-N,C-C-N-C-C,C-C-C-N,N-C-C-O,C-C-C-O,C-C-C-C,C-C-O,C-O,C,N,O,C-C-C-C-O,C-C-O-C,C-O-C,C-C-C-C-N,N-C-C-C-O,C-C-C-O-C,O-C-O,C-N-C-C-N,N-C-C-N,C-N-C-C-S,N-C-C-S,C-C-S,C-C-S-C,C-S,C-S-C,S,C-C-O-C-C,C-O-C-O,C-O-C-C-N,C-C-N-C-O,C-N-C-O,N-C-O,N-C-C-C-N,C-O-C-C-O,O-C-C-O,O-C-C-C-O,N-C-N,C-N-C-N,C-C-N-C-N,C-N-C-N-C,C-S-C-N,C-N-C-S-C,N-C-S,C-N-C-S,C-C-N-C-S,N-C-S-C-N,C-C-O-C-O,C-O-C-O-C,C-C-C-C-C,C-C-C-S,O-C-C-C-S,O-C-N-C-S,S-C-N-C-S,O-C-N-C-O,C-C-C-S-C,C-C-S-C-C,C-N-C-O-C,C-O-C-N,C-C-O-C-N,C-C-O-N,C-C-O-N-C,C-O-N,C-N-O-C,C-C-N-O-C,N-O,C-N-O,C-C-N-O,N-C-C-N-O,C-S-C-C-N,C-C-S-C-N,N-C-C-C-S,N-C-O-C-O,C-S-C-C-O,O-C-C-S,N-C-N-C-O,C-C-C-C-S,S-C-C-S,O-C-O-C-O,C-S-C-S,S-C-S,C-S-C-C-S
CC(O)C1CCN(C)CC1,screening,143.131014164,27,10,1,1,2,1,23.47,38.5063,0.769,1.27466703409444,56.5013566345616,198.254783371023,-1.60935421683734,0.429847188537576,-6.29433482039272,5.94910605055922,6.08137260929564,1,9.92077267362084,-3.14612212127922,-1.24741288711664,-10.4262109726679,0,9.92077267362084,9.92077267362084,1.0,9.92077267362084,0.037037037037037,0.037037037037037,0.0,0.0,0.037037037037037,6,6,3,3,4,2,0,2,0,2,0,2,6,2,1,8,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)C1CN(C)C1,screening,115.099714036,21,8,1,1,2,1,23.47,32.6831,0.769,0.510535319779017,29.724816838159,187.322122058084,-1.2203802910301,0.927691905318176,-6.28966539791685,0.498793160862714,4.8084119230331,1,9.31380818033976,-3.30333953245505,-1.40853716889142,-10.7104831032538,0,9.31380818033976,9.31380818033976,1.0,9.31380818033976,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0476190476190476,4,4,3,3,2,2,0,2,0,2,0,2,2,2,1,6,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CC(C)(C)N1CCOCC1,screening,187.157228912,34,13,1,3,3,1,32.7,53.4469,0.914,1.62202094238858,40.2416690779931,240.374778699348,-3.23468984674766,-0.219942204333081,-6.29933618908671,7.33749929155321,7.71817063466505,1,8.78088602185774,-1.65909247639334,0.223433124655941,-10.606084319504,1,8.78088602185774,8.78088602185774,2.0,17.56177204371548,0.0294117647058823,0.0588235294117647,1.0,1.0,0.0294117647058823,7,5,3,3,10,2,2,5,6,1,2,1,3,4,3,10,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CCCN(C)C,screening,131.131014164,26,9,0,4,2,1,23.47,36.688,0.658,0.5901408663607,-4.61745139714988,187.046215463502,-0.627691182738783,0.453255604099341,-5.812665932184,3.1886376126502,4.96413129690195,1,9.21209945393724,-3.12204285170333,-1.22860150972199,-10.4582395841295,0,9.21209945393724,9.21209945393724,1.0,9.21209945393724,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0,4,3,3,3,2,2,0,1,0,1,0,1,2,2,1,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CCN(C)C,screening,117.1153641,23,8,0,3,2,1,23.47,33.7764,0.658,0.341495969237035,14.8746273973744,155.489330867182,-0.0276751007516618,0.615655818210413,-6.09889112911432,2.54695192019029,4.7445702989245,1,10.0268118193559,-4.18532876130188,-2.28634022802342,-10.7492142282359,0,10.0268118193559,10.0268118193559,1.0,10.0268118193559,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,3,2,3,3,2,2,0,1,0,1,0,1,1,2,1,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CCN1CCCC1,screening,143.131014164,27,10,1,3,2,1,23.47,37.6306,0.808,1.14085735565764,-9.27925970593279,200.137918264818,-1.60385835389784,0.406709740447507,-6.30667449892548,5.35352852307129,6.40873214297932,1,10.1653751396742,-3.5245271683727,-1.62526257896254,-10.4386266321287,1,10.1653751396742,10.1653751396742,1.0,10.1653751396742,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,4,3,3,4,2,0,3,2,1,0,1,1,2,1,8,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CCN1CCOCC1,screening,159.125928784,28,11,1,3,3,1,32.7,42.8509,0.993,0.472726347996338,43.4192951041848,247.72533879685,-2.14819191325086,0.852821522511183,-6.55941712883467,5.06244165121956,7.47067859045821,1,7.80208587498707,-1.83152034196525,-0.0743070624228276,-10.4196431671732,1,7.80208587498707,7.80208587498707,2.0,15.60417174997414,0.0357142857142857,0.0714285714285714,1.0,1.0,0.0357142857142857,5,2,3,3,6,2,2,3,2,1,2,1,1,4,3,8,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(C)C,100MDamines,103.099714036,20,7,0,2,2,1,23.47,30.8648,0.591,0.199697679740278,123.363407414748,124.873300900995,0.157397853095845,0.937286473817942,-6.14747587169666,0.0,4.19495940318288,1,9.76313021141914,-4.06345622588993,-2.16531061441312,-10.7000538117528,0,9.76313021141914,9.76313021141914,1.0,9.76313021141914,0.05,0.05,0.0,0.0,0.0,2,1,3,3,2,2,2,1,0,1,1,0,0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(C)C(C)CO,screening,147.125928784,27,10,0,4,3,2,43.7,41.7415,0.807,0.0004667838580537,15.4903463717728,240.027338987813,-3.85183617045562,0.864004923543919,-8.5263084145782,1.55398446301879,7.58945998555214,1,8.99220158526721,-3.4918746032285,-1.60270179750181,-10.4087553656171,0,8.99220158526721,8.99220158526721,2.0,17.98440317053442,0.037037037037037,0.074074074074074,0.0,0.0,0.0,4,2,3,3,6,2,4,3,2,1,2,1,0,3,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(C)CC(C)O,100MDamines,147.125928784,27,10,0,4,3,2,43.7,41.7415,0.807,-0.0073889083559912,15.9697844010239,240.027907409877,-3.19553992502012,0.655926664715909,-8.52620814813567,0.0,7.58945998555214,1,8.74780759208667,-3.2554418888372,-1.37426891222,-10.3953881324919,0,8.74780759208667,8.74780759208667,2.0,17.49561518417334,0.037037037037037,0.074074074074074,0.0,0.0,0.0,4,2,3,3,4,4,4,2,1,2,2,0,0,4,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(CC(C)O)CC(C)O,100MDamines,191.152143532,34,13,0,6,4,3,63.93,52.6182,1.023,0.177282215684165,44.9577658153534,304.982528965778,-4.7619043365151,0.636576939474237,-10.1093915197284,1.05352874073274,7.8913985206685,1,8.90018632939618,-3.22307690091936,-1.33641932537249,-10.5863403400026,0,8.90018632939618,8.90018632939618,3.0,26.70055898818854,0.0294117647058823,0.088235294117647,0.0,0.0,0.0,6,3,3,3,6,6,6,3,3,3,3,0,0,6,3,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(CCCN(C)C)CCCN(C)C,screening,245.246712612,48,17,0,10,4,1,29.95,72.7262,1.087,1.52208482063381,27.0827837353701,300.664522126542,-4.92560116687145,-0.469894833715238,-6.19553231250414,8.62609921400335,9.17986054791217,1,10.1506974442636,-3.12862233056235,-1.22938299764058,-10.7845283145454,0,3.383565814754533,30.4520923327908,0.3333333333333333,3.383565814754533,0.0625,0.0208333333333333,0.0,0.0,0.0,6,3,9,9,10,10,2,5,3,5,1,0,0,2,1,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(CCO)CC(C)O,100MDamines,177.136493468,31,12,0,6,4,3,63.93,48.0338,1.062,-0.845967597173148,25.303069381101,298.75181121108,-4.35571890951215,0.572037485983187,-10.4795380682793,0.0,7.89075875399057,1,8.49601812707115,-3.84242379789199,-1.97547560820545,-10.5576882080421,0,8.49601812707115,8.49601812707115,3.0,25.48805438121345,0.032258064516129,0.0967741935483871,0.0,0.0,0.0,5,2,3,3,6,4,6,3,3,2,3,0,0,5,3,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN(CCO)CCO,100MDamines,163.120843404,28,11,0,6,4,3,63.93,43.4494,1.101,-0.939046937748629,32.9254765992144,305.019061739727,-4.45371589522548,0.583833191876852,-10.2367518471515,0.0,7.8901574333735,1,8.42704974953558,-3.86661011324383,-2.00509875190067,-10.4341048914953,0,8.42704974953558,8.42704974953558,3.0,25.28114924860674,0.0357142857142857,0.1071428571428571,0.0,0.0,0.0,4,1,3,3,6,2,6,3,3,1,3,0,0,4,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CC(C)N(CC(C)O)CC1C,screening,230.199428072,42,16,1,4,4,2,46.94,66.9604,1.127,0.519879678781698,96.2173129125058,265.008895208261,-4.14924267809744,-0.370436001796637,-7.96716667252315,7.75375329734364,8.08324180841461,1,8.76181463694144,-2.74217256058416,-0.860414747494939,-10.7230967872016,1,4.38090731847072,17.52362927388288,1.0,8.76181463694144,0.0476190476190476,0.0476190476190476,0.5,0.5,0.0238095238095238,8,4,6,6,16,8,4,8,8,4,2,0,0,4,2,12,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CC(C)OC(C)C1,screening,173.141578848,31,12,1,2,3,1,32.7,49.1081,0.848,0.909289196266131,46.3413630893299,236.352776087702,-2.92007916066043,0.501107291718146,-8.38689082877646,5.06333743754102,7.34587471859706,1,8.00369901205526,-1.59576939755388,0.209007480870631,-10.4267061369171,1,8.00369901205526,8.00369901205526,2.0,16.00739802411052,0.032258064516129,0.064516129032258,1.0,1.0,0.032258064516129,6,3,3,3,6,6,4,3,2,3,3,0,0,6,3,9,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CC1C,screening,115.099714036,21,8,1,2,2,1,23.24,33.4802,0.702,0.283833735653779,29.6473870353436,185.412168913716,-1.16184705428319,0.929426757218379,-6.10310206991141,1.5157553721485,4.7619197324897,1,7.97518184493033,-2.19279980773266,-0.393768477579901,-10.6671541156562,1,7.97518184493033,7.97518184493033,1.0,7.97518184493033,0.0476190476190476,0.0476190476190476,1.0,1.0,0.0476190476190476,4,2,3,2,3,2,2,2,1,1,1,0,0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCC(O)CC1,screening,159.125928784,28,11,1,2,3,2,43.7,40.6815,1.024,-0.0488387408088688,67.7592851876628,245.295149660826,-2.64460979283392,0.806711268359435,-6.86524181225504,4.36664051658437,7.78219131382854,1,9.55831574367838,-4.1071924552728,-2.21016031704708,-10.4173677966543,1,9.55831574367838,9.55831574367838,2.0,19.11663148735676,0.0357142857142857,0.0714285714285714,1.0,1.0,0.0357142857142857,6,4,3,3,6,4,2,3,2,3,1,2,2,4,2,8,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCC1,screening,115.099714036,21,8,1,2,2,1,23.47,31.8074,0.741,0.489284769846114,29.6295733195881,191.971103811049,-1.09114597836991,0.929038948553036,-6.25404556859746,0.603516950892184,4.89807618173505,1,9.14735039914761,-3.15816343969498,-1.26576716712481,-10.7310359043743,1,9.14735039914761,9.14735039914761,1.0,9.14735039914761,0.0476190476190476,0.0476190476190476,1.0,1.0,0.0476190476190476,4,2,3,3,4,2,2,3,2,1,1,0,0,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCCC1,screening,129.1153641,24,9,1,2,2,1,23.47,34.719,0.741,1.02918531770883,-8.46238697924534,184.55458565178,-2.04279180561107,0.545454253231193,-6.2443444428707,4.08376926392833,5.77989014631745,1,10.2189451413791,-3.68976811902612,-1.79041825412919,-10.5135791550718,1,10.2189451413791,10.2189451413791,1.0,10.2189451413791,0.0416666666666666,0.0416666666666666,1.0,1.0,0.0416666666666666,5,3,3,3,4,2,2,3,2,1,1,0,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCCCC1,100MDamines,143.131014164,27,10,1,2,2,1,23.47,37.6306,0.741,1.26990480083304,49.3754605778988,199.323726736843,-1.54008564316784,0.407866262981853,-6.15597597572682,6.78084174445076,6.28365148733383,1,10.1760350571503,-3.40613941313722,-1.50685700763485,-10.438930468801,1,10.1760350571503,10.1760350571503,1.0,10.1760350571503,0.037037037037037,0.037037037037037,1.0,1.0,0.037037037037037,6,4,3,3,6,4,2,3,2,3,1,0,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCN(C)CC1,100MDamines,158.141913196,29,11,1,2,3,1,26.71,46.9149,0.989,-0.176265664172093,12.2428249083548,218.983196674741,-2.46837316761844,0.854628612198831,-8.46982893443835,3.13227439139431,6.74659216032111,1,8.93987754334852,-3.61630090614909,-1.72849461439019,-10.4050591096885,1,4.46993877167426,17.87975508669704,0.5,4.46993877167426,0.0689655172413793,0.0344827586206896,0.5,0.5,0.0344827586206896,4,1,6,6,10,2,2,5,2,1,1,0,0,2,1,8,2,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCN(CC(C)O)C(C)C1,screening,216.183778008,39,15,1,4,4,2,46.94,62.376,1.166,0.538409646286697,111.661527803703,264.292591865049,-4.02898690565685,-0.309150619172435,-7.96423636963271,5.51626633463135,7.96090154203669,1,8.63811267768834,-2.60001890526133,-0.724104380312792,-10.6270059793123,1,4.31905633884417,17.27622535537668,1.0,8.63811267768834,0.0512820512820512,0.0512820512820512,0.5,0.5,0.0256410256410256,7,3,6,6,14,6,4,7,6,3,2,0,0,4,2,11,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCN(CC(C)O)CC1,screening,202.168127944,36,14,1,4,4,2,46.94,57.7916,1.205,-0.587973657390682,89.6847261945115,268.415877491812,-4.33538744270182,0.273944707002698,-8.63464061155929,3.1324014101223,7.94390902788736,1,8.55689949767961,-3.64525395284414,-1.774126533216,-10.5831194898959,1,4.278449748839805,17.11379899535922,1.0,8.55689949767961,0.0555555555555555,0.0555555555555555,0.5,0.5,0.0277777777777777,6,2,6,6,12,4,4,6,4,2,2,0,0,4,2,10,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCOCC1,100MDamines,145.11027872,25,10,1,2,3,1,32.7,39.9393,0.926,0.278098070484274,37.4716938381431,207.315437761688,-2.02214117774957,0.869032732690436,-8.49248850209345,2.38799901575508,6.09792770008898,1,7.26484586834129,-1.4941478226841,0.0394086592292232,-10.3127748071616,1,7.26484586834129,7.26484586834129,2.0,14.52969173668258,0.04,0.08,1.0,1.0,0.04,4,1,3,3,6,2,4,3,2,1,3,0,0,4,3,7,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CN1CCSCC1,screening,161.0874351,25,10,1,2,2,1,48.77,46.1137,0.93,0.913991805780342,51.6228535314111,247.466175550304,-2.25490218177514,-0.390244680182174,-8.56012336212124,5.6349553800124,7.47577826116771,1,7.76804813990031,-1.35639284277072,0.391063111045058,-10.4052232471499,1,7.76804813990031,7.76804813990031,2.0,15.53609627980062,0.04,0.08,1.0,1.0,0.04,4,1,3,3,6,2,2,3,2,1,1,0,0,2,1,7,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)N1CCCCC1,screening,129.1153641,24,9,1,1,2,1,23.47,32.0776,0.808,-0.18030767421697,49.9790181644016,190.538822312931,-2.07737152406702,0.466700513016241,-6.2967881089195,5.32814358855691,5.85436420586632,1,9.97315537399705,-4.65347765725249,-2.75462195726298,-10.5135483828614,1,9.97315537399705,9.97315537399705,1.0,9.97315537399705,0.0416666666666666,0.0416666666666666,1.0,1.0,0.0416666666666666,5,3,3,3,6,2,0,3,2,2,0,0,2,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)N1CCN(C(C)O)CC1,screening,174.136827816,30,12,1,2,4,2,46.94,46.6856,1.339,-0.506489984602044,139.650530198316,265.675131444772,-3.90772819066898,0.347232963036851,-6.67144624219785,2.90907055073854,7.84524823488645,1,,-0.519481364986539,-1.03950294239835,-10.427182618317,1,,,1.0,,0.0666666666666666,0.0666666666666666,0.5,0.5,0.0333333333333333,4,0,6,6,12,0,0,6,4,0,0,0,0,2,2,8,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CC(O)CC(C)(C)N1CCO,screening,201.172878976,37,14,1,2,3,2,43.7,57.2891,0.905,0.94314082564915,78.9581558192649,272.886257667983,-2.80068737944881,-0.0307032028337766,-6.59344887733013,8.98770444367643,7.92849757081936,1,9.40638708799159,-2.96330013523403,-1.06750485583976,-10.6253028014171,1,9.40638708799159,9.40638708799159,2.0,18.81277417598318,0.027027027027027,0.054054054054054,1.0,1.0,0.027027027027027,9,9,3,3,14,2,2,7,14,2,1,2,6,3,2,11,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CN(C(CO)CO)CCC1(C)O,screening,217.167793596,38,15,1,3,4,3,63.93,57.4103,1.16,-0.769839894068554,144.349500586603,302.348552293426,-7.66614175191305,-0.617150067163501,-7.36539748055406,4.89370864203757,8.31856376330233,1,9.98761141839023,-5.25746544322878,-3.35857232962689,-10.7895821260732,0,9.98761141839023,9.98761141839023,3.0,29.96283425517069,0.0263157894736842,0.0789473684210526,0.0,0.0,0.0263157894736842,9,11,3,3,8,6,4,4,4,4,2,6,8,5,3,11,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CN(CCO)C(C)(C)CN1CCO,screening,230.199428072,42,16,1,4,4,2,46.94,66.7344,1.125,0.656825316031781,113.712087269407,264.975631260926,-5.45986831986958,-0.258702564711609,-7.96219288052874,7.74719507350949,8.09198466985544,1,8.82187052319371,-2.66525213090324,-0.781182116196474,-10.7229015130739,1,4.410935261596855,17.64374104638742,1.0,8.82187052319371,0.0476190476190476,0.0476190476190476,0.5,0.5,0.0238095238095238,8,6,6,6,20,8,4,10,12,4,2,0,0,2,2,12,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CN(CCO)CC(C)(C)O1,screening,187.157228912,34,13,1,2,3,1,32.7,53.4665,0.807,1.75033706382469,41.289383259444,237.863633635807,-2.48165818075545,-0.0830209455298626,-8.3848649841762,4.87286047910471,7.47486862405475,1,7.73947963512264,-0.491637491266558,1.2472082852016,-10.5608829113623,0,7.73947963512264,7.73947963512264,2.0,15.47895927024528,0.0294117647058823,0.0588235294117647,0.0,0.0,0.0294117647058823,7,6,3,3,6,8,4,3,2,4,3,0,0,7,3,10,1,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
